PWK	C57	AJ	129	WSB	CAS	NZO	NOD
Dynll2	0.89	1.11	1.02	-0.17	1.1	1	0.98	0.96
C1qtnf9	0.95	1.11	1.06	0.17	0.92	0.92	0.81	1.08
Surf1	1.04	0.92	1.24	0.03	1.04	1	0.97	1.07
Cox7a2l	1.06	0.92	1.34	0.47	1.01	0.88	1.7	0.89
C1qc	1.02	1.11	1.1	0.21	1.16	1.02	1.51	1.06
Pdlim4	1.08	1.11	1.01	-0.11	0.92	1.1	0.78	0.94
Mrpl53	1.2	0.92	1.16	0.16	1.1	0.99	1.06	0.96
Igfbp7	1.09	0.92	0.86	0.02	0.88	0.95	0.95	1.02
Ttn	0.93	1.11	0.99	-0.02	1.15	1.06	0.76	0.97
Ptcd3	1.21	0.92	1.12	0.14	0.94	0.99	1.12	1.14
Lama4	1.04	1.11	1.03	0.06	1	0.93	0.97	1.04
Postn	1.01	0.92	0.9	0.24	0.87	0.88	1.18	1.02
Gigyf2	0.98	0.92	0.91	-0.09	0.88	0.94	1.03	1.04
Nr3c1	0.98	0.92	0.89	-0.31	0.86	1.13	0.9	0.85
Neb	0.87	1.11	0.93	-0.31	0.94	1.05	0.87	1.04
Dapk3	0.99	0.92	0.98	0.06	1.09	1.02	1.22	1.02
Psmc4	0.89	0.92	0.99	-0.22	1.04	0.95	1.2	0.84
Timm17b	0.95	0.92	1.09	-0.03	1.11	0.96	1	1
Ndufa1	1.07	0.92	1.39	0.45	1.02	0.88	1.58	0.84
Fhl3	0.99	1.11	1.01	0.17	1.13	0.88	1.08	0.91
Capzb.1	0.94	1.11	1	-0.02	1.09	1.08	0.93	0.95
Atpif1	1.15	1.11	1.12	0.59	0.67	0.88	1.53	1
Psma7	0.96	0.92	0.98	-0.06	0.95	0.93	1.1	0.94
Camk2g	1.25	1.11	1.14	0.07	0.74	0.83	0.97	1.17
Larp4b	1.06	1.11	1.07	0.03	0.95	0.83	0.82	0.95
Yars	0.99	0.92	0.98	0.02	0.97	0.98	0.88	1.05
Srrt	0.93	1.11	0.97	-0.31	1.1	1.19	0.99	1.04
Tmem223	0.9	0.92	1.22	0.07	0.97	1.02	0.92	1.02
Tmem38a	0.93	1.11	0.97	0.05	1.2	1.11	0.89	1.06
Vps45	1.39	0.92	1.1	0.01	1.05	0.96	0.89	1.07
Psmd11	0.99	0.92	1.03	-0.17	1.05	0.97	1.1	0.85
Prkab2	0.98	0.92	1.15	0.4	0.91	0.86	1.32	1.09
Ptpn11	1.03	0.92	1.04	0.1	0.98	1.01	0.9	0.93
Hccs	0.96	0.92	1.14	0.05	1.01	0.92	1.08	0.92
Fth1	0.91	1.11	1.07	-0.23	1.09	1.1	0.96	1.05
Lpcat3	1.12	1.11	0.98	0.24	1.39	1.04	1.05	1.11
Lonp1	1.22	1.11	1.13	0.3	0.83	0.87	1.12	0.92
Thyn1	0.9	1.11	0.89	-0.15	0.9	1	0.91	0.96
Map1b	1.08	0.92	0.96	-0.07	0.89	0.95	0.88	1.06
Nup50	0.47	0.92	0.89	0.1	1.02	1.03	0.94	1.04
Tmem11	1.03	0.92	1.08	0.06	1.01	0.99	1.03	1
Akap6	0.96	1.11	0.96	-0.03	1.07	1.22	0.88	0.98
Tagln2	1.23	1.11	1.15	0.65	1.13	0.85	1.16	0.89
Golgb1	0.98	1.11	0.98	-0.02	1.02	0.95	1.09	1.09
Paics	0.91	0.92	0.95	-0.4	1.14	0.93	0.68	0.96
Msrb2	1.02	0.93	0.96	0.16	1.04	1.01	0.99	1
Uqcrc1	1.12	0.93	1.44	0.55	1.04	0.9	1.78	0.88
Csrp1	1.02	0.93	0.99	0.08	0.88	0.84	0.9	1.05
Papln	1.03	1.11	0.96	0.14	1.01	1	0.95	1.06
Las1l	0.76	0.93	0.88	0.1	1.03	0.89	1.05	1.03
Pxmp2	0.91	1.11	1.12	0.33	1.12	1	1.36	1.08
Cacnb2	1.01	1.11	1.05	-0.08	0.99	1.03	0.96	0.99
Nup43	0.93	1.11	0.77	-0.17	0.92	0.97	0.82	1.06
Sart3	1.25	0.93	1.39	0.3	0.97	0.88	1.14	0.88
Txnl1	0.94	0.93	0.92	-0.08	0.99	0.94	1.14	0.92
Steap4	1.12	1.11	0.98	-0.11	1.09	0.97	1.01	1.11
Mapt	0.96	0.93	1.03	0.07	1.01	1.02	1.05	1.08
Retn	0.81	0.93	0.91	-0.42	1	1.05	0.82	0.79
Ddx6	0.93	0.93	1	-0.15	0.99	0.87	0.95	1.01
Dsp	0.89	1.11	0.97	-0.14	1.11	1.06	0.73	0.95
Rab8a	1.02	0.93	1.02	0.21	0.97	0.92	1.21	1.02
Lmna	0.91	1.11	0.89	-0.26	1.05	1.15	0.87	0.93
Rpl3l	0.94	1.11	1.01	-0.08	1.08	1	0.91	0.94
Itga7	1.04	1.11	0.95	0.01	0.96	0.96	1.11	1.09
Pabpc1	0.99	0.93	0.99	-0.21	0.97	0.81	0.88	1.03
Rbpj	0.97	1.11	0.97	-0.05	1.08	1.15	0.87	0.89
Myl2.1	1.27	1.11	1.04	0.13	1.04	1.05	1.02	0.84
Ndufs8	1.08	0.93	1.47	0.43	0.98	0.9	1.69	0.86
Rnps1	0.89	1.11	0.92	-0.17	1.04	1	0.86	0.99
Lama5	1.04	1.11	1.07	0.08	1.03	1.02	0.92	1.1
Alpk2	0.74	1.11	0.99	-0.05	1.05	1.03	0.91	0.96
Palld	1.06	1.11	1.05	0.01	1.15	1.06	0.94	1.02
Poglut1	1.08	0.93	1.15	0.02	0.97	0.99	0.84	0.89
Tomm40l	0.95	0.93	1.15	0.25	1.04	1	1.18	1
Slc30a9	1.08	1.11	1.17	0.09	0.98	0.98	0.95	1.11
Polr2b	1.1	0.93	0.86	-0.05	1.04	1.27	0.95	0.95
Sptb	1	1.11	1	-0.05	0.98	0.95	0.86	1.08
Tmod1	0.93	1.11	0.99	-0.08	1.15	1.05	0.91	0.93
Timm8a1	1.04	0.93	0.93	0.35	0.94	0.8	1.07	0.98
Iars	0.97	0.93	0.98	0.01	1.03	1.01	0.85	0.92
Bgn	0.94	0.93	0.88	-0.11	0.79	0.82	0.96	0.84
Akap8	0.97	1.11	1.45	-0.28	0.8	0.95	0.76	0.75
Ppp2r1a	1.13	1.11	1.07	-0.09	0.88	0.97	1.08	1.1
Hdlbp	0.96	0.93	1	-0.16	0.98	0.85	0.78	1.03
Eprs	1	0.93	0.99	0.04	1.06	0.98	0.91	0.91
Dnajb6	0.96	1.1	1	-0.07	1.04	1.06	0.97	0.99
Map4k4	1.05	1.1	0.97	0.01	0.94	1.01	0.94	0.98
Sgcb	1	1.1	1.04	-0.09	1.01	1.01	1.02	0.96
Atp5mf	1.41	1.1	1.45	0.87	0.98	0.88	2.55	0.87
Trim54	1.17	0.93	0.96	0.37	0.7	0.79	1.83	0.99
Slc25a19	1.08	0.93	0.97	0.11	0.88	1.06	0.98	1.11
Pak1ip1	1.01	1.1	0.91	-0.31	1.05	1.16	0.85	0.95
Col6a3	0.95	0.93	0.88	-0.09	0.94	0.94	0.86	0.9
Sgca	1.01	1.1	1.05	-0.12	1.05	1.05	1.02	0.93
Polb	1.07	1.1	0.97	-0.14	1.03	1.04	0.92	1.02
Tbl2	1.01	1.1	1.03	0.03	0.98	1.03	1.05	1.06
Plec	0.99	1.1	0.98	-0.02	1.1	0.99	0.79	0.99
Pxn	1.16	1.1	0.92	-0.23	1.03	0.93	0.85	1.07
Fundc2	0.97	0.93	0.97	-0.08	0.97	1.02	0.85	0.95
Clu	1.18	1.1	1.17	0.25	0.95	1.18	1.47	1.13
Ddx50	0.9	1.1	0.93	-0.12	1.04	1.12	0.9	0.9
Ap3b1	0.97	0.93	1.15	-0.08	0.98	1.13	1.02	1.07
Col4a1	0.97	1.1	0.97	0.05	0.96	0.9	0.93	1.25
Tomm20	1	0.93	1.12	0.03	0.97	0.95	0.96	1.08
Eif2d	0.96	1.1	0.92	-0.09	1.02	1.18	0.91	0.98
Lum	0.96	0.93	0.99	-0.23	0.8	0.82	0.81	1.01
Dnajb11	1.32	1.1	1.05	0.22	0.9	0.85	1.29	1.11
Smpx	0.94	1.1	0.95	0.13	1	0.86	0.92	0.91
Mtnd2	1.07	0.93	1.37	0.51	1.12	0.81	1.34	0.93
Mia3	0.99	1.1	1.06	-0.03	1.18	1.05	1.01	0.97
Lin7c	0.97	0.93	1.12	-0.09	1	0.9	1.18	1.03
Mrpl41	1.27	0.93	1.16	0.16	0.96	1.02	1.13	1.08
Ddrgk1	0.93	1.1	1.08	-0.06	0.98	0.98	1.09	1.01
Hist3h2bb	0.82	1.1	0.9	-0.28	0.92	1.05	0.79	0.88
Atxn2l	0.99	0.93	1.01	-0.15	1	0.91	0.95	0.97
Prkar1a	1.01	0.93	1.22	-0.26	1.02	0.97	1.13	0.96
Krt7	1.07	0.93	0.96	-0.41	0.94	1.46	1.15	1.11
Aco2	1.15	1.1	0.9	0.27	0.9	0.8	0.84	1.39
Sorbs1	0.92	1.1	0.97	-0.13	1.08	1.07	0.93	0.93
Tpt1	1.53	1.1	1.29	0.47	1.18	1.09	1.59	1.01
Zmat2	1.01	1.1	1	-0.18	1.13	1.08	0.98	0.96
Pnpla8	1.09	0.93	1.05	-0.01	1.02	1.02	0.88	1.04
Oma1	1.07	0.93	1.06	0.19	0.94	1	1.07	1.01
Lactb	1.05	1.1	1.04	0.03	1.06	1	0.97	1.05
Mrps31	1.1	0.93	1.15	0.05	1.05	0.94	1.09	1.14
Nrap	0.96	1.1	1.04	0.07	1.14	1.12	1.51	0.94
Mdh2	1.09	0.93	1.12	0.91	1.64	0.55	0.72	0.74
Cisd3	1.04	0.93	1.01	0.06	1.01	1.21	0.94	1.08
Ckap4	0.93	0.93	1.05	0.06	0.89	1.06	1.27	1.02
Dtna	1	1.1	0.96	-0.12	1.05	1	1.01	1.04
Hspa5	1.01	0.93	1.04	-0.1	0.96	0.98	0.98	0.91
Mt.Cyb	1.15	0.93	1.42	0.61	1.01	0.81	1.62	0.88
Sec16a	0.96	0.93	0.96	-0.25	0.91	1.01	0.98	0.98
Txlna	1.04	0.93	0.97	0	0.96	1.01	0.97	0.95
Exoc4	1.08	1.1	1.01	-0.14	0.99	1.06	0.93	1.05
Stt3b	0.94	0.93	0.9	-0.01	1.02	1.02	0.87	1.02
Arpc4	1.11	0.93	1.05	0.23	0.99	0.88	1.12	0.96
Pex14	1.02	1.1	1.18	0.02	1.06	1.02	1.23	1.01
Gnpat	0.97	1.1	1.09	-0.06	1	0.96	0.9	1.13
Afap1l1	0.95	1.1	0.95	-0.13	0.95	1.03	0.76	0.99
Akap13	0.92	1.1	0.98	-0.2	0.93	1.14	0.82	1
Chd2	0.97	0.93	0.95	0.25	0.97	0.97	0.79	0.87
Camk2d	1.2	1.1	1.18	0.07	0.85	1.02	1.06	1.12
Psmd2	0.93	0.93	1	-0.21	1.11	0.96	1.05	0.9
Ears2	1	0.93	1.01	0.11	0.98	0.92	0.96	1.03
Psmc5	0.96	0.93	1.03	-0.12	1.05	0.97	1.06	0.88
Atp1a1	1.17	1.1	1.18	0.17	1.05	0.98	1.15	1.02
Srp68	1.02	0.94	1.03	0.05	0.91	0.89	1.11	1.11
Gatd3a	0.96	1.1	0.92	0.21	0.9	0.88	0.84	1.24
Raph1	1.04	0.94	0.93	-0.08	0.96	1.03	0.98	1.04
Htatsf1	0.94	0.94	1.03	-0.28	1.03	1.15	0.87	0.96
Copb1	1.15	0.94	1.12	0.05	0.95	0.93	1.16	0.98
Phf11	0.93	0.94	0.93	-0.13	0.99	0.8	1.31	0.98
Luc7l3	0.96	0.94	0.88	-0.2	0.95	0.96	0.97	1.11
Cep68	0.93	1.1	1.09	-0.2	1.04	1.17	0.77	0.95
Ccdc146	0.95	1.1	0.93	0.02	1.17	1.05	0.77	0.97
Serf2	0.94	0.94	0.91	-0.15	0.97	1.03	1.05	1.01
Mtnd4	0.99	0.94	1.26	0.47	1.08	0.9	1.35	0.96
Dusp27	0.96	1.1	1.15	-0.04	0.71	1.03	0.67	0.99
Actg1	0.88	1.1	0.92	-0.27	1.18	1.2	0.67	0.89
Ttn.1	0.9	1.1	0.95	-0.07	1.06	1.07	0.74	0.96
Acadl	1.34	1.1	0.93	0.34	0.9	0.78	0.98	1.42
Gsn	1.35	0.94	1.11	0.36	0.7	0.82	1.23	1.3
Dbt	1.02	1.1	0.95	0.44	1.1	1.14	1.13	0.95
Uba1	0.94	1.1	0.96	0.06	0.82	0.99	0.77	0.98
Fbxo40	0.95	0.94	0.97	0.14	0.92	0.93	1.79	1.08
Dmd	1	1.1	0.96	-0.12	1.02	1.02	0.9	1.02
Yes1	1.12	0.94	0.94	-0.02	1.06	0.92	1.05	0.98
Mavs	0.87	0.94	1.01	0.12	1.05	0.93	1.22	0.83
Cbx3	0.92	0.94	0.82	-0.31	1.08	1.1	0.91	0.91
Arhgef2	1.03	0.94	0.95	0.03	0.9	0.92	1	1.04
Skap2	1.21	0.94	0.91	0.7	0.73	0.83	0.85	1.06
Pgam5	0.92	1.1	0.96	-0.16	0.96	1.13	0.83	0.98
Snrpc	0.95	1.1	0.88	-0.25	1.05	1	0.98	1.03
Abcc9	0.98	0.94	0.95	0.17	0.81	0.82	1.04	1
Cisd2	1.09	0.94	1.06	0.05	1.02	0.97	1.18	0.87
Pygm	1.06	1.1	1.04	0.16	0.89	0.68	0.95	1.25
Sf3b1	0.93	1.1	0.94	-0.18	1.07	1.08	0.91	0.98
Tars2	0.95	0.94	1.01	-0.08	1.24	1	0.73	1.01
Smndc1	0.89	0.94	0.93	-0.13	1.01	0.88	0.9	1.04
Myzap	0.94	1.1	1.03	-0.06	1.15	1.1	1.02	0.99
Kank3	1.01	0.94	0.86	-0.12	0.96	0.9	0.9	0.98
Hdgfl3	0.9	0.94	0.86	-0.24	0.97	1.01	0.85	1.03
C1qbp	1.3	1.1	1.28	0.29	0.96	0.95	1.6	0.95
Parvb	0.99	1.1	1	0	0.97	1.06	0.95	1.08
Luc7l2	0.92	0.94	0.68	-0.05	0.88	0.91	0.71	1.52
Etfb	1.1	1.1	0.93	0.19	0.97	0.87	0.89	1.16
Ugp2	1.13	1.1	1.12	0.18	0.9	0.98	1.31	1.04
Cfl1	1.03	0.94	0.95	0.01	1.04	1.08	1.07	0.86
Nmnat1	0.98	1.1	0.88	-0.2	1.05	1.3	0.75	0.93
Tln2	0.95	1.1	0.97	-0.1	1.03	1.02	0.82	1.02
Luzp1	0.92	1.1	1.03	-0.08	1.03	0.97	0.96	1.09
Eml1	1.03	1.1	1.01	0.01	0.93	0.98	0.84	1.08
Uqcrfs1	1.14	0.94	1.55	0.59	1	0.84	1.92	0.85
Mtfr1l	1.07	1.09	1.14	-0.02	1.03	1.04	1.07	0.98
Psma6	0.94	0.94	1.09	-0.09	1.1	0.97	1.19	0.9
Vps25	1.07	0.94	1.02	0.08	0.99	0.87	0.8	0.98
Col18a1	1.06	1.09	1.08	0.13	0.94	0.97	1.11	1.09
Pgk1	1.2	1.09	0.95	0.07	0.79	0.85	0.89	1.35
Tmem33	1.01	0.94	1.07	-0.02	1.06	0.89	1.03	0.89
Dnaja4	1.06	0.94	1.04	-0.01	0.97	0.99	1.13	1.08
Yars2	1	0.94	1	0.02	1.02	1.08	0.87	1.03
Trappc3	1.16	0.94	1.05	-0.12	1.17	1.04	1.12	0.91
Ncl	0.99	0.94	0.97	-0.28	0.93	0.97	0.99	1.01
Cycs	1.12	0.94	1	0.29	1.1	0.98	1.04	1
Tapt1	0.99	0.94	1.21	0.06	0.93	0.85	1.12	1
Map7d1	1.04	1.09	0.96	-0.03	0.95	0.99	0.96	1.01
Psma4	0.94	0.94	1.05	-0.09	1.06	0.99	1	0.88
Hsd17b10	0.95	1.09	0.99	0.01	1.05	1.21	0.86	0.98
Nop58	0.91	1.09	0.85	-0.28	1.06	1.09	0.9	0.93
Nup54	0.93	1.09	0.91	-0.16	1.04	1.12	0.91	1
Rpl27	0.95	1.09	1	-0.12	1.03	1	1.01	0.94
Mcu	1.11	1.09	1.17	0.22	1.1	0.91	1.22	0.99
Pom121	0.91	0.94	0.95	-0.05	0.94	1.02	1.1	0.98
Eif4g2	0.94	0.94	1.01	-0.07	0.99	0.89	0.97	0.98
Cmya5	0.96	1.09	1	-0.04	1.08	1.03	0.83	0.99
Copb2	1.2	0.94	1.2	-0.1	0.95	0.97	1.4	1.11
Slc27a4	1.03	0.94	1.13	0.06	0.86	0.96	0.87	1.01
Diaph2	1.02	0.94	0.98	0.09	1.09	1.08	0.87	1.04
Ybx2	0.92	0.94	0.91	0.1	1.39	0.69	0.82	0.95
Rbm26	0.95	1.09	1.02	-0.19	1.05	1.07	0.86	0.97
Ccdc47	1.04	1.09	1.09	0.03	1.12	0.94	1.08	1
Gtf3c4	0.93	1.09	0.87	-0.32	1.17	1.05	0.82	1.03
Pdia6	1.04	0.94	1.17	-0.04	1.01	1.01	1	0.83
Ap3d1	1.08	0.94	1.21	-0.08	0.89	0.98	0.97	1.12
Mrps10	1.21	0.94	1.17	0.23	0.9	0.94	1.2	1.12
Ldhb	1.17	1.09	0.98	0.23	0.87	0.76	0.97	1.1
Hars2	1.05	1.09	1.06	0.07	1.01	0.99	0.79	1.06
Rtn3	1.18	1.09	1.07	0.1	1.11	0.92	1.19	0.84
Jph2	0.94	1.09	1.03	-0.11	1.05	1.03	1	0.95
Atp6v0a1	0.95	1.09	1.13	0	1	1.01	1.02	0.9
Cav1	1.09	1.09	1.11	0.11	0.95	0.91	1.14	0.94
Bcl2l13	1.16	1.09	1.19	0.4	0.91	0.95	1.75	0.94
Gys1	1.18	0.94	1.34	0.36	0.85	0.58	1.32	0.81
Cast	1.01	0.94	0.85	0.06	1.05	1.12	0.89	1.01
Eef1a1	0.98	0.94	0.83	-0.09	0.88	1.09	0.91	1.05
Tpd52l2	0.91	0.94	1.15	-0.04	1.13	1.15	1.03	0.84
Snrnp70	0.99	1.09	1.02	-0.19	1.01	1.01	1.01	1.01
Mybpc3.1	0.96	1.09	0.98	0.01	1.16	1.07	0.89	0.96
Nid2	0.98	1.09	0.98	-0.04	0.93	0.85	0.96	1.04
Ndufaf1	1.15	1.09	1.1	-0.04	1.03	0.94	1.05	1.05
Srpk2	0.91	1.09	1.01	0	1.06	1.07	0.98	0.95
Ndufa9	1.04	0.94	1.37	0.43	1.02	0.87	1.52	0.89
Hspa8	0.99	1.09	1	-0.07	1.05	1.06	1.07	0.97
Snd1	0.99	0.94	1.05	-0.05	0.92	0.93	0.96	1
Bves	1.1	1.09	1.07	-0.04	1	0.97	1.04	1.03
Krt18	1.06	0.94	0.89	-0.01	0.86	1.62	1.03	1.04
Abcd1	0.98	1.09	1.1	0.05	1.1	1.04	0.92	1.08
Bag2	1.04	1.09	0.98	0.06	1.03	1.1	1.21	1.05
Ap2a2	0.97	0.94	0.99	-0.06	0.96	0.96	0.98	0.99
Rab14	1.15	0.94	1.2	0.21	1.05	1.08	1.83	0.88
Tmed9	1.04	1.09	1.09	0.07	0.98	1	1.38	0.94
Exoc6b	0.92	1.09	0.95	-0.21	1.05	0.88	0.84	1.04
Cd36	1.05	1.09	1.13	0.16	1.05	0.97	1.34	1
Mtmr2	1.23	1.09	0.99	0.16	0.95	0.87	1.02	1.01
Sept8	1.01	0.94	0.9	-0.02	1.01	0.95	0.91	1.06
Dhx29	0.73	1.09	0.85	-0.1	1.02	0.83	0.98	1
Mcrip2	1.07	0.94	1.07	-0.32	1.16	1	0.75	1.09
Prrc2c	0.99	0.94	0.99	-0.18	0.95	0.92	0.9	1
Ank3.1	1.03	1.09	1.02	-0.03	0.99	0.98	1.01	1
Add1	1.09	0.94	1.05	0.1	0.93	0.92	1.02	0.99
Mrps34	1.22	0.94	1.13	0.16	0.91	0.98	1.25	1.09
Tmx4	0.93	1.09	0.95	-0.04	1.17	1.05	0.93	0.81
Mtco1	0.91	0.94	1.33	0.35	1.04	0.92	1.15	0.98
Sqor	1.07	1.09	1.03	0.09	0.98	1.02	0.97	1.09
Mfap1b	1.03	1.09	0.81	-0.21	1.04	1.1	0.84	1.02
Mlip	0.86	1.09	1.1	-0.14	1.1	1.01	0.97	0.99
Eno1.1	0.92	1.09	1.04	0.03	1.08	1.13	0.95	0.98
Acot7	0.93	1.09	0.93	-0.13	0.93	0.98	0.63	0.83
Mmrn1	0.92	1.09	1.1	-0.24	0.64	1.04	1	1.05
Snrpg	0.93	1.09	0.86	-0.11	1.11	1	1.06	1.01
Slc12a7	1.17	1.09	1.17	-0.07	0.97	1.07	1.32	1.02
Tomm7	0.96	1.09	1.33	0.23	1.06	0.82	1.29	0.9
Nfrkb	0.9	0.95	0.87	-0.09	1	1	0.7	1.04
Mapk10	1.08	0.95	0.83	0.3	1.2	0.92	0.8	0.98
Mospd1	0.95	0.95	1.05	0.11	1.1	0.95	1.09	0.98
Mrps26	1.19	0.95	1.18	0.09	0.95	1.02	1.16	1.09
Hacd2	0.9	1.09	0.87	-0.33	1.05	1.09	0.66	0.92
Dap3	1.03	0.95	1.17	-0.04	0.99	0.94	1.08	1.1
Pelo	1.06	0.95	1.06	0.04	1.05	1	1	0.96
Cav2	1.11	1.09	1.23	0.04	1.03	0.98	1.03	1.04
Zfp326	0.86	1.09	0.82	-0.16	1.02	1.07	0.85	1.06
Myh14	0.99	1.09	0.98	-0.07	0.97	0.95	0.86	1.05
Cald1	1.06	0.95	0.83	0.18	0.86	0.97	0.93	0.99
Ywhab	0.87	0.95	0.9	0.11	0.92	1.02	0.87	0.94
Slc4a3	1.12	1.09	1.11	0.05	1.09	1.01	1.07	1
Dctn3	0.92	1.09	1.05	-0.08	1.06	1.07	1.23	0.96
Cryab	1.08	1.09	1.03	-0.06	1.01	1.06	1.52	1.17
Ipo7	0.92	1.09	0.89	-0.12	1.1	0.98	0.93	0.92
Pnkp	0.97	0.95	1.02	-0.1	0.98	1.01	0.97	0.98
Gtpbp1	1.02	0.95	0.96	-0.1	0.87	0.96	0.96	1.14
Cbx5	0.76	0.95	0.83	-0.3	0.94	0.95	0.74	0.96
Vti1b	1.05	0.95	1.18	0.13	0.9	1.12	1.02	1.02
Rhot1	0.97	0.95	1.03	-0.03	0.97	0.96	1.01	0.94
Krt19	1.13	0.95	1	-0.43	0.87	1.51	1.02	1.06
Vasp	1.09	1.09	0.95	0.18	0.88	0.97	1.1	0.96
Sf1	0.93	0.95	0.9	-0.19	1.04	0.93	0.85	0.97
Flnb	1.02	0.95	0.91	0	0.94	0.97	0.95	0.99
H2afz	0.95	1.09	0.82	-0.3	1.04	1	0.87	0.95
Actn4	1.02	0.95	0.92	-0.1	0.98	0.93	0.95	1.04
Dnajb4	0.94	1.09	1.04	-0.14	1.1	1.12	1.22	0.99
Msra	0.82	1.09	0.99	-0.36	1.06	0.92	1.11	0.9
Sp110	1.13	1.09	1.15	-0.24	1	1.22	1.14	1.02
Thoc1	0.99	0.95	0.92	-0.12	1.04	1.05	0.88	0.97
Hist2h2be	0.8	1.09	0.85	-0.09	1.02	0.78	0.79	0.97
Dysf	1.08	1.09	1.17	-0.04	1.02	1	1.11	1.11
Eif2s2	0.93	1.09	0.93	-0.18	0.91	1.12	1.05	1.02
Rcc1	0.9	1.09	0.8	-0.17	1.1	1.06	0.96	0.9
Ap2a1	1	0.95	0.99	-0.09	0.96	0.97	0.98	0.99
Nras	0.99	1.09	1.13	-0.09	0.99	0.95	1.02	1.04
Srsf11	1.04	1.09	0.89	-0.3	1.06	0.98	0.96	1.08
Nxf1	0.87	0.95	1.65	-0.22	1.12	1.03	0.92	0.89
Sh3bgr	0.94	1.09	1	-0.17	1.31	1.1	1	0.85
Myh7b	1.06	0.95	0.95	0	0.88	1.06	0.92	0.93
Rps17	0.98	0.95	0.96	-0.12	0.97	0.9	1.07	1.01
Ncoa5	0.93	1.09	0.98	-0.13	1.03	1.07	0.84	0.99
Cttnbp2nl	0.82	1.09	0.88	-0.35	1.09	0.86	0.89	1.04
Pln	0.99	0.95	1.27	-0.1	0.96	1.09	1.18	1.05
Clasp1	0.96	1.09	0.95	-0.06	0.98	1.01	0.88	1.02
Spata5	1.13	1.09	0.9	-0.21	1.14	1.09	0.86	1.11
Agpat3	1.1	1.09	1.04	0.2	1.1	1.09	0.96	1.06
Mpp6	0.82	1.09	1.89	-0.06	1.12	0.97	0.88	0.95
Sarnp	0.9	0.95	0.92	-0.26	0.97	1	0.8	0.94
Sept7	0.98	0.95	0.86	-0.03	0.94	0.96	0.89	1.01
Ran	0.86	1.09	0.78	-0.33	1.03	1.08	0.8	0.93
Metap2	1.09	1.09	0.95	0.05	0.85	0.91	1.06	1.06
Dlg1	0.96	0.95	0.98	-0.03	1	0.95	0.91	0.96
Myo18a.1	0.99	1.09	0.95	-0.05	1.08	1.06	0.85	0.98
Mars	1.02	0.95	1	-0.01	1.05	1.04	0.9	0.89
Tpm4	1.23	0.95	1.04	0.38	0.76	0.95	1.16	1.24
Dsg2	0.96	1.08	0.93	-0.11	1.02	0.96	0.72	0.97
Aspn	1.03	0.95	0.98	0.02	0.82	1.03	0.94	1.02
Pdha1	1.17	0.95	1.26	0.37	0.95	0.92	1.76	0.91
Nup188	0.95	1.08	0.96	-0.13	1.23	1.17	0.94	0.97
Snrpn	0.94	1.08	0.97	-0.19	1.12	1.11	0.95	0.99
Tarsl2	1.05	0.95	0.98	0.02	1.08	0.95	0.74	0.89
Mef2d	1.02	1.08	0.87	-0.36	1.28	1.14	0.72	0.89
Rras2	1.1	0.95	1.16	0.29	1.01	0.83	1.81	0.94
Csnk1a1	0.99	1.08	1.06	-0.13	1.05	1.01	0.96	1
Xirp2	0.91	1.08	1.04	0.09	1.11	1.06	1.48	0.97
Cacna1c	0.97	1.08	1.09	-0.08	1.05	0.99	0.9	1.04
Map1s	1	0.95	0.94	-0.04	0.96	1.04	0.95	1.05
Ddb1	0.93	0.95	0.93	-0.11	0.98	0.99	0.95	0.99
Tead1	0.89	1.08	0.86	-0.2	1	1.05	0.81	0.97
Vps16	0.98	1.08	1.04	-0.11	0.94	0.95	0.82	0.97
Dctn2	0.92	1.08	0.99	-0.08	1.04	1.04	1.17	0.95
Hmgb3	0.87	0.95	0.83	-0.41	1	0.94	0.71	0.88
Mob4	0.98	1.08	1.04	-0.14	1.12	1.04	1.01	0.92
Synm	1.01	0.95	1.07	-0.01	0.97	0.97	0.92	1.08
Klhl31	0.99	1.08	1.02	0.01	1.09	1.04	1.01	0.99
Abra	0.92	1.08	1.14	0	0.95	1.33	2.01	0.95
Ezr	1.05	0.95	0.98	0.12	0.97	0.98	0.86	1.02
Cct6a	1.04	0.95	0.91	-0.05	0.89	0.89	1.1	0.96
Safb2	0.9	1.08	0.89	-0.2	0.98	1.12	0.81	0.93
Hspb2	0.91	0.95	1.05	-0.09	1.03	1.04	1.09	0.97
Rbm28	1.01	1.08	0.85	-0.24	0.99	1.29	0.9	0.96
Pcm1	0.94	1.08	0.89	-0.14	1.07	1.1	0.83	0.98
Mrpl3	1.13	0.95	1.02	0.13	0.89	1	1.12	1.06
D8Ertd738e	0.84	0.95	0.81	-0.52	1.01	0.95	0.77	0.86
Vamp2	1.14	1.08	1.29	0.16	0.99	0.99	1.25	0.94
Thoc2	1	1.08	0.96	-0.11	1.02	1.08	0.79	0.93
Osbpl8	0.86	1.08	1.06	0.2	0.85	0.93	1.04	1.05
NA..1	1.09	0.95	1.09	0.08	1.06	1.07	1.06	1.64
Purb	0.99	0.95	0.97	-0.13	1	0.82	0.92	1.03
Plbd1	1.09	1.08	0.94	-0.06	1.27	0.95	0.86	1.12
Fbln5	1.16	0.95	1.07	0.04	0.74	0.77	0.82	1.08
Cnksr3	1	0.95	1.3	0.03	1.15	0.99	1.16	1.02
Eci1	1.18	1.08	0.94	0.14	1.02	0.98	0.91	1.23
